Electricity Load [J],Heating Load [kwh],Cooling Load [kwh],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
74.59204787970504,45.642234907973716,13.780320770239369,0.0735,2.0,2.0
72.28260950180305,28.62385165973049,16.765891262598927,0.3298125,2.0,2.0
74.21670290839647,21.70172214315104,21.01085678987236,0.4045,2.0,2.0
75.21995504444162,30.321192740042044,21.61178182906254,0.3609375,2.0,2.0
76.00181969259911,24.374152285632327,20.811739774804895,0.028,2.0,2.0
72.8281274159225,25.598384256958358,18.537929645102114,0.0,3.25,3.25
76.04199442592937,28.13628664071959,18.75861231157897,0.0,4.0,4.0
82.19581174416012,30.90774603697425,20.942884914498404,0.0,4.0,4.0
57.41216647569334,46.814285405766235,15.579380312731924,0.0,4.0,4.0
30.156088958162037,52.78443349131008,10.993576613650719,0.0,4.0,4.0
27.57729774937083,49.007880773897156,9.147739846762757,0.0,4.0,4.0
23.92397220829688,49.97287421670369,8.504311243908885,0.0,2.75,2.75
22.634576603901273,50.79665640056218,7.750316676747196,0.0,2.0,2.0
18.98125106282732,0.0,0.0,0.0,2.0,2.0
17.15458829229034,0.0,0.0,0.0,2.0,2.0
10.611742008136241,2.1198948908393347,0.6402221496043322,0.0,2.0,2.0
10.350306470193523,6.7008782907030815,1.7099942404277364,0.0,2.0,2.0
10.350306470193523,4.345401238914617,1.0334271024458082,0.0,0.75,0.75
10.350306470193523,6.994174531780231,1.4587967606758212,0.0,0.0,0.0
10.350306470193523,7.20891038942585,1.3047250135020607,0.0,0.0,0.0
10.350306470193523,31.307143374575944,7.371969687668933,0.0,0.0,0.0
18.336058690846233,93.65848508879489,6.835775744025633,0.0,0.0,0.0
23.985174814854993,104.46806173459173,4.505149327989962,0.03375,0.0,0.0
32.52268499686805,70.50053330203107,6.244619195605652,0.1918125,0.625,0.625
34.55185640433484,54.66098228017804,7.245516835100949,0.2385,1.0,1.0
33.64313467410591,55.99329176153725,7.403686888832732,0.0189375,1.0,1.0
35.84655427900933,53.11524149341573,7.660408757234882,0.0,1.0,1.0
24.497875314423112,54.37035714875022,5.9284581033605335,0.0,1.0,1.0
21.929688646189682,48.441605389446195,4.658886379921486,0.094125,1.0,1.0
20.315025898806535,34.362609982232655,4.117765126168435,0.3765,2.25,2.25
19.45491110023572,42.01024468373859,3.2975306728263822,0.031375,3.0,3.0
20.503667648639635,52.329339525419584,2.9411697829743817,0.0,3.0,3.0
15.256700318445407,2.269279402300966,20.831849606812305,0.0,3.0,3.0
13.322606911852002,0.0,0.0,0.0,3.0,3.0
10.611742008136241,5.800474363137769,1.4077598334717396,0.0,3.0,3.0
10.350306470193523,5.608263511574991,1.4818178414802385,0.0,1.125,1.125
10.350306470193523,4.230235122248418,0.9069324182556382,0.0,0.0,0.0
10.350306470193523,7.912817960573503,1.255450101079352,0.0,0.0,0.0
10.350306470193523,8.181252228627546,1.1260326071977511,0.0,0.0,0.0
10.350306470193523,6.5452207679472965,0.945158486191485,0.0,0.0,0.0
10.350306470193523,12.391414151048686,3.308799778540556,0.0,0.0,0.0
10.350306470193523,13.039652182432313,2.0522816606474725,0.0,0.0,0.0
10.350306470193523,11.824364327249109,3.2599656260787655,0.0,0.0,0.0
10.350306470193523,19.291217044330587,4.884799942804638,0.0,0.0,0.0
10.350306470193523,19.600951889528794,4.824905198781495,0.0,0.0,0.0
13.134080232505159,17.481009492669667,5.236602716861927,0.0,0.0,0.0
13.266482803771003,23.149383484197134,6.338600629963766,0.0346875,0.0,0.0
13.056580235677371,16.68468593199832,5.4954160921751125,0.2686875,0.0,0.0
12.941706730269447,8.253714294883256,2.8636155765581086,0.6659375,0.0,0.0
12.933047904492726,9.675531519935902,4.032584555575318,0.717,0.0,0.0
12.933047904492726,6.137879392389535,1.5652976302320727,0.6825625,0.0,0.0
12.934815327919022,3.6437893042109057,1.158942454593319,0.5411875,0.0,0.0
12.948128145965788,4.602915284863919,1.8522427636101133,0.560875,0.0,0.0
12.982829659791733,7.152264869363993,3.73853116906966,0.416375,2.5,2.5
13.250108340322404,8.446450842009256,2.9937157615568273,0.0316875,4.0,4.0
13.322606911852002,16.04284993777678,2.464662089531356,0.0,4.0,4.0
13.322606911852002,16.115236739328527,1.5770179797660089,0.0,4.0,4.0
10.611742008136241,15.796446848005733,1.7182683496109536,0.0,4.0,4.0
10.350306470193523,25.034094878451135,3.26656164312028,0.0,4.0,4.0
10.350306470193523,21.27491112467563,2.1393657348840374,0.0,2.75,2.75
10.350306470193523,18.29199446391453,2.9585858124679154,0.0,2.0,2.0
10.350306470193523,25.820807079209157,4.335281292389536,0.0,2.0,2.0
10.350306470193523,24.96399463482871,2.7264127879970856,0.0,2.0,2.0
13.442889942541491,23.38870325660128,4.022081316129329,0.0,2.0,2.0
13.442889942541491,31.299660681275398,3.8854520479718393,0.0,2.0,2.0
13.442889942541491,25.025060610546287,2.600592808242287,0.0,0.75,0.75
13.442889942541491,20.328447043852766,3.8924498478125447,0.0,0.0,0.0
13.442889942541491,26.72455286302029,3.7989654981790886,0.0,0.0,0.0
13.442889942541491,63.746299259932194,2.0877562318012775,0.0,0.0,0.0
18.336058690846233,158.45340447008405,0.2542388309480071,0.0,0.0,0.0
36.90513005781864,155.78450092686268,2.441511150618183,0.073125,0.0,0.0
83.20165760565393,91.99537868796226,7.249708192477829,0.2925,0.0,0.0
74.40014287190043,77.68354919777961,7.407517450956624,0.024375,0.0,0.0
72.28260950180305,64.70874012378935,7.3636426054107265,0.0,0.0,0.0
74.21670290839647,48.94394874094974,8.15950549629326,0.1321875,0.0,0.0
75.21995504444162,45.01467384828654,11.62248811295781,0.52875,0.0,0.0
75.82844741389097,31.02801664111068,11.811634505340724,0.0440625,0.0,0.0
72.51216989958543,32.04109882882825,11.892676242698014,0.0,1.875,1.875
74.57401263967206,33.607183135564235,13.008898683001927,0.0,3.0,3.0
82.19581174416012,36.125395590668056,14.187572342044016,0.0,3.0,3.0
57.41216647569334,56.549053174400164,8.577283974951664,0.0,3.0,3.0
30.156088958162037,63.11595281744916,6.811761367547758,0.0,3.0,3.0
27.57729774937083,58.43343816528465,5.473387998708944,0.0,3.0,3.0
23.92397220829688,59.270523953862174,4.45591610233484,0.0,2.375,2.375
22.634576603901273,59.39613982549085,3.2352306615400654,0.0,2.0,2.0
18.98125106282732,0.0,0.0,0.0,2.0,2.0
17.15458829229034,0.0,0.0,0.0,2.0,2.0
13.70432548048421,0.0,0.0,0.0,2.0,2.0
13.442889942541491,5.871703578494895,1.5378243893330041,0.0,2.0,2.0
13.442889942541491,6.537526062673188,1.332331795538105,0.0,2.0,2.0
13.442889942541491,5.613574128494536,0.8400128868839072,0.0,2.0,2.0
13.442889942541491,10.841308240175746,2.289086269578367,0.0,2.0,2.0
13.442889942541491,42.11060101429919,5.339277796830189,0.0,2.0,2.0
18.336058690846233,107.26716561309777,3.5694878716333007,0.0,2.0,2.0
37.14430808413233,115.55632154855795,5.856558656552602,0.0215625,2.0,2.0
84.20934265698473,70.07189804664966,11.121445657074913,0.08625,1.375,1.375
74.8083287060423,59.224935685709006,12.274931301665333,0.0071875,1.0,1.0
72.46604946530701,47.94679124177687,12.439916992120615,0.0523125,1.0,1.0
74.21670290839647,31.783175809334487,14.895804806121435,0.26775,1.0,1.0
75.21995504444162,35.71856525585938,15.153042041552535,0.2514375,1.0,1.0
75.99758584931699,28.067380881234353,17.314841037750913,0.09975,1.0,1.0
72.4183316750606,19.28190065181551,21.120465599048167,0.321,1.625,1.625
76.27214477509031,23.1120585583058,18.284468268504543,0.02675,2.0,2.0
82.19581174416012,26.944503268571356,19.452624268291423,0.0,2.0,2.0
57.41216647569334,44.24562761720675,13.217426880967091,0.0,2.0,2.0
30.156088958162037,50.18061179222985,8.897608351873467,0.0,2.0,2.0
27.57729774937083,46.301569383249024,7.548718526037589,0.0,2.0,2.0
23.92397220829688,48.656096195593875,7.071790126842592,0.0,2.0,2.0
22.634576603901273,50.536811130779675,5.9250063803774955,0.0,2.0,2.0
18.98125106282732,0.0,0.0,0.0,2.0,2.0
17.15458829229034,0.0,0.0,0.0,2.0,2.0
13.70432548048421,0.0,0.0,0.0,2.0,2.0
13.442889942541491,6.390334606195647,1.743784262268079,0.0,2.0,2.0
13.442889942541491,5.796491396338637,1.5417097283849004,0.0,0.75,0.75
13.442889942541491,4.177209944462906,0.9602704588456522,0.0,0.0,0.0
13.442889942541491,7.330004224523834,1.3443328825827932,0.0,0.0,0.0
13.442889942541491,34.040686348810944,7.140676505961947,0.0,0.0,0.0
18.336058690846233,95.2553197388914,5.964564146603533,0.0,0.0,0.0
37.0117473572335,103.48035337046602,6.080948329317659,0.048375,0.0,0.0
83.2276340829841,58.26843706538353,12.532555420485288,0.1935,0.0,0.0
74.38846858321408,44.354425870271854,13.16928871691692,0.1160625,0.0,0.0
72.28260950180305,26.1634368122598,17.78042299242771,0.39975,0.0,0.0
74.21670290839647,25.26277081566775,17.30854198479617,0.0333125,0.0,0.0
75.21995504444162,31.36707835088423,16.839803184822205,0.12375,0.0,0.0
75.82844741389097,15.950294670189104,25.679003733855172,0.495,0.0,0.0
72.57419450243692,16.9391176212832,20.650431323820186,0.04125,1.875,1.875
74.99385298416247,20.907013586757092,18.80969806743069,0.0,3.0,3.0
82.19581174416012,25.160346696327526,20.83586117936843,0.0,3.0,3.0
57.41216647569334,42.43361795269939,15.706407881336029,0.0,3.0,3.0
30.156088958162037,48.3620935307487,10.482427615063951,0.0,3.0,3.0
27.57729774937083,45.38486504119626,8.85446504099174,0.0,3.0,3.0
23.92397220829688,47.17350176675892,8.176007292556255,0.0,1.75,1.75
22.634576603901273,48.58042849556647,7.412571491242389,0.0,1.0,1.0
18.98125106282732,0.0,0.0,0.0,1.0,1.0
17.15458829229034,0.0,0.0,0.0,1.0,1.0
13.70432548048421,0.0,0.0,0.0,1.0,1.0
13.442889942541491,2.0286760587630437,0.6030707164491742,0.0,1.0,1.0
13.442889942541491,5.136924505939891,1.6407089441699434,0.0,0.375,0.375
13.442889942541491,3.9783602873637745,1.0273153052276442,0.0,0.0,0.0
13.442889942541491,7.139003543262899,1.4417335917192347,0.0,0.0,0.0
13.442889942541491,33.367320257491144,8.468886602806174,0.0,0.0,0.0
18.336058690846233,93.37778569908077,7.080537820467,0.0,0.0,0.0
37.125044497609196,103.0375310608076,6.4334100015267754,0.0249375,0.0,0.0
84.10413070515659,64.2895913360298,12.686656800544279,0.09975,0.625,0.625
74.60211820676442,52.73015359106625,13.251684230532538,0.0593125,1.0,1.0
72.28260950180305,35.447450774417625,15.100428433905407,0.2634375,1.0,1.0
74.21670290839647,26.773002098334118,18.878020337151614,0.32075,1.0,1.0
75.21995504444162,32.697333893400916,19.885929228356403,0.3569375,1.0,1.0
75.84435422472764,20.77772232587176,23.811465232911235,0.3145,1.0,1.0
72.83819708241599,21.852949356778534,19.26677432486532,0.0245625,1.625,1.625
75.69656988803737,24.677243970885566,18.7860300688925,0.00075,2.0,2.0
82.19581174416012,27.506235830939513,20.945381812798843,0.0,2.0,2.0
57.41216647569334,43.64141881439982,15.630878405774027,0.0,2.0,2.0
30.156088958162037,48.80339487962327,10.879827302042873,0.0,2.0,2.0
27.57729774937083,44.930445183391605,9.137934178397925,0.0,2.0,2.0
23.92397220829688,46.71509980374022,8.509888880690916,0.0,1.375,1.375
22.634576603901273,48.06395658566665,7.768860983728296,0.0,1.0,1.0
18.98125106282732,0.0,0.0,0.0,1.0,1.0
17.15458829229034,0.0,0.0,0.0,1.0,1.0
13.70432548048421,0.0,0.0,0.0,1.0,1.0
13.442889942541491,3.7978326295815523,1.1912530077337238,0.0,1.0,1.0
13.442889942541491,4.061950667810315,1.1032699463217208,0.0,0.375,0.375
13.442889942541491,7.037575485089249,1.5468668685439706,0.0,0.0,0.0
13.442889942541491,7.133919182246814,1.3885310778917486,0.0,0.0,0.0
13.442889942541491,30.288000847816292,8.0560940431877,0.0,0.0,0.0
18.336058690846233,97.4346601987147,7.116513850352799,0.0,0.0,0.0
37.125044497609196,105.77334537679373,6.516257076059156,0.0223125,0.0,0.0
83.78087043951737,65.22351839496702,12.684798097147958,0.08925,0.0,0.0
74.732001914547,54.648763448787,13.16482811315726,0.0524375,0.0,0.0
72.28260950180305,38.56826128777878,14.560146293065719,0.18,0.0,0.0
74.32805058425312,36.517452738895166,16.172263090907848,0.073125,0.0,0.0
75.21995504444162,35.5406424658221,16.727712996938934,0.2325,0.0,0.0
76.10996208746545,32.242000857696866,19.053393731347867,0.019375,0.0,0.0
73.26025243938155,33.219132951965804,18.255460731131485,0.0,1.875,1.875
76.59100568990289,34.08639112388082,18.367575686112463,0.0,3.0,3.0
82.19581174416012,34.851851653834345,20.396469510119786,0.0,3.0,3.0
57.41216647569334,49.46957066131863,14.473446653266228,0.0,3.0,3.0
30.156088958162037,55.24439476707924,10.604279646255753,0.0,3.0,3.0
27.57729774937083,51.164816801994114,8.91009366666974,0.0,3.0,3.0
23.92397220829688,53.669325636963464,8.19796050766367,0.0,3.625,3.625
22.634576603901273,55.71714045185126,7.30022062108433,0.0,4.0,4.0
18.98125106282732,0.0,0.0,0.0,4.0,4.0
17.15458829229034,3.129572627549847,1.0256850417267391,0.0,4.0,4.0
10.611742008136241,5.550461955088935,1.2291585023979443,0.0,4.0,4.0
10.350306470193523,11.83886868383155,1.6704495763493474,0.0,4.0,4.0
10.350306470193523,11.838526635910045,3.8784600351735237,0.0,2.75,2.75
10.350306470193523,7.6521136591613725,2.067839130780275,0.0,2.0,2.0
10.350306470193523,16.364977647253376,4.5478456246937755,0.0,2.0,2.0
10.350306470193523,46.90315004012,5.622225735437025,0.0,2.0,2.0
18.336058690846233,101.92323236167482,5.143213457500036,0.0,2.0,2.0
23.985174814854993,113.19753812205131,3.6548205830670546,0.0285,2.0,2.0
32.646049987772926,78.47338722971043,5.332798930427078,0.114,1.375,1.375
34.65099513762951,69.32050246183421,6.167231179790556,0.066875,1.0,1.0
33.58480970103814,52.46189743916923,6.539626604165169,0.2295,1.0,1.0
35.84125200873044,50.92726236993229,7.05736015531524,0.0928125,1.0,1.0
24.492573044144226,43.222971251543896,6.4228704152921505,0.29475,1.0,1.0
21.94267721513771,48.372953403664994,4.63784982706305,0.0245625,1.0,1.0
20.376611967860207,52.79515481555918,3.364173802656638,0.0015,1.625,1.625
19.392294451006,53.862533470434,2.4896978216767027,0.006,2.0,2.0
20.503667648639635,58.65400141118366,2.5493801335356747,0.0,2.0,2.0
15.256700318445407,2.5010278041975367,20.32038760517944,0.0,2.0,2.0
13.322606911852002,0.0,0.0,0.0,2.0,2.0
10.611742008136241,3.600010615095103,1.1084402570167096,0.0,2.0,2.0
10.350306470193523,6.833555174148712,1.4609366753748594,0.0,1.375,1.375
10.350306470193523,7.626621045393414,1.300296020005593,0.0,1.0,1.0
10.350306470193523,5.8125982038163,0.7744442283119238,0.0,1.0,1.0
10.350306470193523,12.54253315038131,3.1875127214656622,0.0,1.0,1.0
10.350306470193523,15.55382513874357,3.9334146067373346,0.0,1.0,1.0
10.350306470193523,12.277310797340839,3.2831155538047314,0.0,1.0,1.0
10.350306470193523,17.570873249063062,2.8196054788476754,0.0,1.0,1.0
10.350306470193523,23.047455077415385,7.068950267944756,0.0,1.0,1.0
10.350306470193523,17.823250754610832,5.104266190916611,0.0,1.0,1.0
10.350306470193523,24.162843311493845,5.504790933620807,0.0,1.0,1.0
13.134080232505159,26.368882460014923,5.884821336469748,0.0,1.0,1.0
13.227867469641563,19.122824030586035,4.3010166582167635,0.0474375,1.0,1.0
12.966596974975287,19.69315573946082,4.744748671546117,0.18975,1.625,1.625
12.947009000548336,22.68246408390724,5.087630589434445,0.0158125,2.0,2.0
12.933047904492726,13.892585202636676,1.78336885695619,0.109125,2.0,2.0
12.933047904492726,12.064480597294484,1.8338850884285394,0.4365,2.0,2.0
12.933047904492726,12.07129919799638,2.2794024111699835,0.036375,2.0,2.0
12.933047904492726,8.875694867128024,1.926888789977908,0.1025625,2.0,2.0
12.933047904492726,10.272833412784827,1.8479803028727235,0.445125,3.875,3.875
13.010371562486368,14.756602064738225,2.2156330565475515,0.1736875,5.0,5.0
13.322606911852002,17.123455328774664,2.818360899616837,0.0,5.0,5.0
13.322606911852002,26.083458417504307,4.1430245279644,0.0,5.0,5.0
10.611742008136241,30.414092131880764,3.236026836597967,0.0,5.0,5.0
10.350306470193523,27.33160409656989,3.937311088769289,0.0,5.0,5.0
10.350306470193523,31.33602466189339,3.4498149670905938,0.0,3.75,3.75
10.350306470193523,32.80311681426401,2.85144988264243,0.0,3.0,3.0
10.350306470193523,28.195803922079058,3.6744468730398663,0.0,3.0,3.0
10.350306470193523,34.02520532311899,3.2598616748503773,0.0,3.0,3.0
10.350306470193523,37.647126834074506,2.6530144878832767,0.0,3.0,3.0
10.350306470193523,32.1874886110241,3.451201834745868,0.0,3.0,3.0
10.350306470193523,38.936330639396424,3.0856770107010334,0.0,3.0,3.0
10.350306470193523,43.34640041038902,2.4646207872498596,0.0,3.0,3.0
10.350306470193523,37.85495889491133,3.2285970878034562,0.0,3.0,3.0
10.350306470193523,43.491398866591794,2.9197528327582734,0.0,3.0,3.0
13.134080232505159,46.76600874698922,2.3510589773179493,0.0,3.0,3.0
13.239910145307226,38.99634333184795,3.1432302906827045,0.039375,3.0,3.0
12.975020660632543,37.63875903181829,2.8964966049782643,0.1575,3.0,3.0
12.944357865408891,38.99538102922731,2.337125901441114,0.0905625,3.0,3.0
12.933047904492726,22.733418212058588,3.564984556661323,0.3991875,3.0,3.0
12.933047904492726,21.16001362883768,1.7277165876447034,0.3835625,3.0,3.0
12.933047904492726,22.24708272680944,0.8059463183369144,0.0298125,3.0,3.0
12.933047904492726,16.66267681887591,0.7179864702741745,0.1035,3.0,3.0
12.937377427475402,14.509177294489017,0.7298442180529114,0.414,2.375,2.375
13.085747663864424,18.216146770110395,0.845440542557721,0.0345,2.0,2.0
13.322606911852002,17.64845835564139,0.6943926521390473,0.0,2.0,2.0
